,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
67,quinine,tramadol,quinine,False,False,
68,tyndell,tramadol,False,False,False,
69,gleevec,tramadol,imatinib,False,False,
70,ophthocort,tramadol,False,False,False,
71,zyprexa,tramadol,olanzapine,False,False,
72,zyprexa_zydis,tramadol,False,False,False,
73,abilify,tramadol,aripiprazole,False,False,
74,geodon,tramadol,ziprasidone,False,False,
75,seroquel,tramadol,quetiapine,False,False,
76,clozaril,tramadol,clozapine,False,False,
77,resperdal,tramadol,risperidone,False,False,
78,haldol,tramadol,haloperidol,False,False,
79,thorazine,tramadol,chlorpromazine,False,False,
80,prolixin,tramadol,fluphenazine,False,False,
81,nozinan,tramadol,methotrimeprazine,False,False,
82,invega,tramadol,paliperidone,False,False,
83,latuda,tramadol,lurasidone,False,False,
84,tramalol,tramadol,tramadol,True,True,
85,tramacet,tramadol,tramadol,True,True,
86,tramundin,tramadol,False,False,True,
87,tramacip,tramadol,False,False,True,
88,tramabol,tramadol,False,False,True,
89,tramadol,tramadol,tramadol,True,True,
90,tramacet,tramadol,tramadol,True,True,
91,tramal,tramadol,tramadol,True,True,
92,tramul,tramadol,False,False,True,
93,tradol,tramadol,ketorolac,False,True,
94,simudol,tramadol,False,False,False,
95,modol,tramadol,False,False,False,
96,doltran,tramadol,False,False,False,
97,tol_tran,tramadol,False,False,False,
98,tramogesic,tramadol,False,False,False,
99,zydol,tramadol,ketorolac,False,True,
100,tramake,tramadol,False,False,True,
101,tramulene,tramadol,False,False,False,
102,tramakee,tramadol,False,False,False,
103,fractol,tramadol,False,False,False,
104,tramundol,tramadol,False,False,False,
105,jurnista,tramadol,hydromorphone,False,False,
106,tenox,tramadol,False,False,False,
107,verapamil,tramadol,verapamil,False,False,
108,rivastigmine,tramadol,rivastigmine,False,False,
109,selegiline,tramadol,selegiline,False,False,
110,tacrine,tramadol,tacrine,False,False,
111,donepezil,tramadol,donepezil,False,False,
112,galantamine,tramadol,galantamine,False,False,
113,memantine,tramadol,memantine,False,False,
114,tradol,tramadol,ketorolac,False,True,
115,';_tramal,tramadol,False,True,True,
116,tramalol,tramadol,tramadol,True,True,
117,dromadol,tramadol,False,False,False,
118,tramodol,tramadol,tramadol,True,True,
119,tramdol,tramadol,tramadol,True,True,
120,tramodale,tramadol,False,False,True,
121,painazol,tramadol,False,False,False,
122,zydol,tramadol,ketorolac,False,True,
123,tramal,tramadol,tramadol,True,True,
124,dromadol,tramadol,False,False,False,
125,tramacet,tramadol,tramadol,True,True,
126,tramalate,tramadol,False,False,False,
127,painoz,tramadol,False,False,False,
128,zydol,tramadol,ketorolac,False,True,
129,ryzolt,tramadol,False,False,True,
130,sedapam,tramadol,False,False,False,
131,anadol,tramadol,False,False,False,
132,tramal,tramadol,tramadol,True,True,
133,dolol,tramadol,False,False,False,
134,toltex,tramadol,False,False,False,
135,tramulen,tramadol,False,False,False,
136,tramake,tramadol,False,False,True,
137,tylenol_with_codeine,tramadol,codeine,False,False,
138,darvocet,tramadol,False,False,False,
139,percocet,tramadol,oxycodone,False,False,
140,roxicet,tramadol,oxycodone,False,False,
141,lortab,tramadol,hydrocodone,False,False,
142,vicodin,tramadol,hydrocodone,False,False,
143,norco,tramadol,hydrocodone,False,False,
144,rybix,tramadol,False,False,True,
145,zydol,tramadol,ketorolac,False,True,
146,dolotram,tramadol,False,False,True,
147,tramal,tramadol,tramadol,True,True,
148,tramadol,tramadol,tramadol,True,True,
149,tramodol,tramadol,tramadol,True,True,
150,tramydol,tramadol,False,False,True,
151,tramdol,tramadol,tramadol,True,True,
152,tramelol,tramadol,False,False,False,
153,trancodol,tramadol,False,False,False,
154,tranmodol,tramadol,False,False,False,
155,transdol,tramadol,False,False,True,
156,dolzam,tramadol,False,False,True,
157,zydol,tramadol,ketorolac,False,True,
158,tramal,tramadol,tramadol,True,True,
159,ralivia,tramadol,tramadol,True,True,
160,adolonta,tramadol,False,False,True,
161,tramundin,tramadol,False,False,True,
162,tramulif,tramadol,False,False,False,
163,tramal,tramadol,tramadol,True,True,
164,zydol,tramadol,ketorolac,False,True,
165,dolotram,tramadol,False,False,True,
166,tramundin,tramadol,False,False,True,
167,tramedol,tramadol,tramadol,True,True,
168,tramijet,tramadol,False,False,False,
169,tramacet,tramadol,tramadol,True,True,
170,conzip,tramadol,tramadol,True,True,
171,ralivia,tramadol,tramadol,True,True,
172,ryzolt,tramadol,False,False,True,
173,dolophine,tramadol,methadone,False,False,
174,methadose,tramadol,methadone,False,False,
175,diskets,tramadol,False,False,False,
176,dolophine_hcl,tramadol,False,False,False,
177,trams,tramadol,False,False,False,
178,rydol,tramadol,False,False,False,
179,rybix,tramadol,False,False,True,
180,ultram,tramadol,tramadol,True,True,
181,conzip,tramadol,tramadol,True,True,
182,fusepaq,tramadol,False,False,True,
183,toradol,tramadol,ketorolac,False,False,
184,tramagetic,tramadol,False,False,True,
185,tramal,tramadol,tramadol,True,True,
186,zydol,tramadol,ketorolac,False,True,
187,dromadol,tramadol,False,False,False,
188,acadol,tramadol,False,False,True,
189,tralgit,tramadol,False,False,True,
190,tramundin,tramadol,False,False,True,
191,tradol,tramadol,ketorolac,False,True,
192,tradon,tramadol,False,False,False,
193,tramal,tramadol,tramadol,True,True,
194,tramodon,tramadol,False,False,False,
195,tramul,tramadol,False,False,True,
196,tramundin,tramadol,False,False,True,
197,tramaget,tramadol,False,False,False,
198,tramacet,tramadol,tramadol,True,True,
199,anadol,tramadol,False,False,False,
200,dolcet,tramadol,False,False,True,
201,toradol,tramadol,ketorolac,False,False,
202,tramsen,tramadol,False,False,False,
203,tramzol,tramadol,False,False,False,
204,tranidol,tramadol,False,False,True,
205,transam,tramadol,False,False,False,
206,tranzam,tramadol,False,False,False,
207,contramal,tramadol,False,False,True,
208,dromadol,tramadol,False,False,False,
209,ralivia,tramadol,tramadol,True,True,
210,zydol,tramadol,ketorolac,False,True,
211,flexeril,tramadol,cyclobenzaprine,False,False,
212,soma,tramadol,carisoprodol,False,False,
213,valium,tramadol,diazepam,False,False,
214,dromadol,tramadol,False,False,False,
215,flumadol,tramadol,False,False,False,
216,ronitramadol,tramadol,False,False,False,
217,zolmitramadol,tramadol,False,False,False,
218,tapentadol,tramadol,tapentadol,False,False,
219,oxycodone,tramadol,oxycodone,False,False,
220,fentanyl,tramadol,fentanyl,False,False,
221,ryzolt,tramadol,False,False,True,
222,conzip,tramadol,tramadol,True,True,
223,dolcet,tramadol,False,False,True,
224,toradol,tramadol,ketorolac,False,False,
225,acetaminophen/tramadol,tramadol,False,False,True,
226,trampadol,tramadol,False,False,True,
227,tramodol,tramadol,tramadol,True,True,
228,tramudol,tramadol,False,False,True,
229,trapadol,tramadol,False,False,True,
230,trodol,tramadol,False,False,False,
231,conzip,tramadol,tramadol,True,True,
232,ryzolt,tramadol,False,False,True,
233,ultram,tramadol,tramadol,True,True,
234,tramal,tramadol,tramadol,True,True,
235,tramacet,tramadol,tramadol,True,True,
236,ultracet,tramadol,tramadol,True,True,
237,tradol,tramadol,ketorolac,False,True,
238,tramalol,tramadol,tramadol,True,True,
239,tramidol,tramadol,tramadol,True,True,
240,tramezol,tramadol,False,False,False,
241,tramodoll,tramadol,False,False,True,
242,tram_flint,tramadol,False,False,False,
243,tramadale,tramadol,False,False,True,
244,ultram,tramadol,tramadol,True,True,
245,tramal,tramadol,tramadol,True,True,
246,zydol,tramadol,ketorolac,False,True,
247,tramdol,tramadol,tramadol,True,True,
248,tradol,tramadol,ketorolac,False,True,
249,ultram,tramadol,tramadol,True,True,
250,ultracet,tramadol,tramadol,True,True,
251,tramakeb,tramadol,False,False,False,
252,tramolit,tramadol,False,False,False,
253,tramazep,tramadol,False,False,False,
254,tramicot,tramadol,False,False,False,
255,tramidol,tramadol,tramadol,True,True,
256,tramigel,tramadol,False,False,False,
257,tramiten,tramadol,False,False,False,
258,anadoline,tramadol,False,False,False,
259,tradonal,tramadol,False,False,False,
260,tramquel,tramadol,False,False,True,
261,dromadol,tramadol,False,False,False,
262,tramundol,tramadol,False,False,False,
263,tramacet,tramadol,tramadol,True,True,
264,tramagetics,tramadol,False,False,True,
265,zydol,tramadol,ketorolac,False,True,
266,aspadol,tramadol,False,False,False,
267,dromadol,tramadol,False,False,False,
268,anadol,tramadol,False,False,False,
269,tralgit,tramadol,False,False,True,
270,tradolan,tramadol,False,False,True,
271,tramal,tramadol,tramadol,True,True,
272,toradol,tramadol,ketorolac,False,False,
273,tramal,tramadol,tramadol,True,True,
274,cyclobenzaprine,tramadol,cyclobenzaprine,False,False,
275,skelaxin,tramadol,metaxalone,False,False,
276,robaxin,tramadol,methocarbamol,False,False,
277,zanaflex,tramadol,tizanidine,False,False,
278,baclofen,tramadol,baclofen,False,False,
279,tramal,tramadol,tramadol,True,True,
280,zamudol,tramadol,False,False,True,
281,ralivia,tramadol,tramadol,True,True,
282,ryzolt,tramadol,False,False,True,
283,talwin,tramadol,pentazocine,False,False,
284,toradol,tramadol,ketorolac,False,False,
285,tradonal,tramadol,False,False,False,
286,traminol,tramadol,False,False,True,
287,ultram,tramadol,tramadol,True,True,
288,ultracet,tramadol,tramadol,True,True,
289,toradol,tramadol,ketorolac,False,False,
290,dolcet,tramadol,False,False,True,
291,},tramadol,False,False,False,
292,tramal,tramadol,tramadol,True,True,
293,jurnista,tramadol,hydromorphone,False,False,
294,toradol,tramadol,ketorolac,False,False,
295,pain_reliever,tramadol,False,False,False,
296,transmol,tramadol,False,False,False,
297,tramodyl,tramadol,False,False,True,
298,tramalol,tramadol,tramadol,True,True,
299,transmed,tramadol,False,False,False,
300,tramundin,tramadol,False,False,True,
301,tramake,tramadol,False,False,True,
302,dolophine,tramadol,methadone,False,False,
303,tramdol,tramadol,tramadol,True,True,
304,trammadol,tramadol,tramadol,True,True,
305,tramajol,tramadol,False,False,False,
306,tramasol,tramadol,tramadol,True,True,
307,dromadol,tramadol,False,False,False,
308,tradol,tramadol,ketorolac,False,True,
309,tramundol,tramadol,False,False,False,
310,tradonal,tramadol,False,False,False,
311,ultram,tramadol,tramadol,True,True,
312,ryzolt,tramadol,False,False,True,
313,endocodone,tramadol,False,False,False,
314,labor_pain_medication,tramadol,False,False,False,
315,pain_reliever,tramadol,False,False,False,
316,pain_reliever,tramadol,False,False,False,
317,analgesic,tramadol,False,False,False,
318,pain_reliever,tramadol,False,False,False,
319,tramapine,tramadol,False,False,True,
320,tramaleigh,tramadol,False,False,False,
321,trameda,tramadol,False,False,False,
322,tramol,tramadol,tramadol,True,True,
323,tramundin,tramadol,False,False,True,
324,trancol,tramadol,False,False,False,
325,tramdol,tramadol,tramadol,True,True,
326,gesic,tramadol,False,False,False,
327,rimadyl,tramadol,carprofen,False,False,
328,toradol,tramadol,ketorolac,False,False,
329,tramal,tramadol,tramadol,True,True,
330,trazeen,tramadol,False,False,False,
331,trendar,tramadol,False,False,False,
332,zydol,tramadol,ketorolac,False,True,
333,tradol,tramadol,ketorolac,False,True,
334,tramudol,tramadol,False,False,True,
335,tramal,tramadol,tramadol,True,True,
336,tramedol,tramadol,tramadol,True,True,
337,tramundin,tramadol,False,False,True,
338,tramagetic,tramadol,False,False,True,
339,tram_flix,tramadol,False,False,False,
340,painol,tramadol,False,False,False,
341,tradol,tramadol,ketorolac,False,True,
342,ultradol,tramadol,False,False,False,
343,dromadol,tramadol,False,False,False,
344,tradorex,tramadol,False,False,False,
345,tramacet,tramadol,tramadol,True,True,
346,tramal,tramadol,tramadol,True,True,
347,sanomit,tramadol,False,False,False,
348,zaldiar,tramadol,tramadol,False,True,
349,tramundin,tramadol,False,False,True,
350,tramodol,tramadol,tramadol,True,True,
351,tramedol,tramadol,tramadol,True,True,
352,tramidol,tramadol,tramadol,True,True,
353,traminol,tramadol,False,False,True,
354,tramodels,tramadol,False,False,False,
355,trammedol,tramadol,False,False,True,
356,tramodols,tramadol,False,False,True,
357,tramedl,tramadol,False,False,True,
358,tramydol,tramadol,False,False,True,
359,tramyldol,tramadol,False,False,False,
360,tramelodol,tramadol,False,False,False,
361,tramacol,tramadol,False,False,True,
362,tramzol,tramadol,False,False,False,
363,rybix_odt,tramadol,False,False,True,
364,fioricet,tramadol,butalbital,False,False,
365,toradol,tramadol,ketorolac,False,False,
366,tylenol_with_codeine,tramadol,codeine,False,False,
367,aimovig,tramadol,False,False,False,
368,emgality,tramadol,False,False,False,
369,botox,tramadol,botulinum_toxin_type_a,False,False,
370,tramadyn,tramadol,False,False,False,
371,tramal,tramadol,tramadol,True,True,
372,ultram,tramadol,tramadol,True,True,
373,ultracets,tramadol,tramadol,True,True,
374,ultrasmart,tramadol,False,False,False,
375,ultracetes,tramadol,False,False,False,
376,ultracote,tramadol,False,False,False,
377,tramacet,tramadol,tramadol,True,True,
378,ultratab,tramadol,False,False,False,
379,tramal,tramadol,tramadol,True,True,
380,analgesic,tramadol,False,False,False,
381,tramdol,tramadol,tramadol,True,True,
382,tramodol,tramadol,tramadol,True,True,
383,tramdal,tramadol,False,False,True,
384,trittico,tramadol,trazodone,False,False,
385,ultracet,tramadol,tramadol,True,True,
386,ultram,tramadol,tramadol,True,True,
387,ultracet,tramadol,tramadol,True,True,
388,toradol,tramadol,ketorolac,False,False,
389,others,tramadol,False,False,False,
390,zydol,tramadol,ketorolac,False,True,
391,duralgin,tramadol,False,False,False,
392,toilax,tramadol,False,False,False,
393,ryzolt,tramadol,False,False,True,
394,pacitane,tramadol,trihexyphenidyl,False,False,
395,kinzalmono,tramadol,False,False,False,
396,larapam,tramadol,False,False,False,
397,dromadol,tramadol,False,False,False,
398,tramundin,tramadol,False,False,True,
399,amidol,tramadol,False,False,False,
400,tramal,tramadol,tramadol,True,True,
401,stagidol,tramadol,False,False,False,
402,tradol,tramadol,ketorolac,False,True,
403,tramid,tramadol,False,False,False,
404,ultram,tramadol,tramadol,True,True,
405,ryzolt,tramadol,False,False,True,
406,ultracet,tramadol,tramadol,True,True,
407,larapam,tramadol,False,False,False,
408,todolac,tramadol,False,False,False,
409,dromadol,tramadol,False,False,False,
410,therabadin,tramadol,False,False,False,
411,tramitol,tramadol,False,False,True,
412,trammadol,tramadol,tramadol,True,True,
413,traminol,tramadol,False,False,True,
414,tramundol,tramadol,False,False,False,
415,tramacet,tramadol,tramadol,True,True,
416,ultram,tramadol,tramadol,True,True,
417,zydol,tramadol,ketorolac,False,True,
418,toradol,tramadol,ketorolac,False,False,
419,tradol,tramadol,ketorolac,False,True,
420,tramundol,tramadol,False,False,False,
421,doltrast,tramadol,False,False,False,
422,tramacet,tramadol,tramadol,True,True,
423,tramal_butrans,tramadol,False,True,False,
424,tradol,tramadol,ketorolac,False,True,
425,tramundol,tramadol,False,False,False,
426,ultram,tramadol,tramadol,True,True,
427,rybix_odt,tramadol,False,False,True,
428,fusepaq_synalgos-dc,tramadol,False,False,False,
429,ryzolt,tramadol,False,False,True,
430,sumatriptan,tramadol,sumatriptan,False,False,
431,tramal,tramadol,tramadol,True,True,
432,conzip,tramadol,tramadol,True,True,
433,ryzolt,tramadol,False,False,True,
434,endocet,tramadol,oxycodone,False,False,
435,zydol,tramadol,ketorolac,False,True,
436,acetaminophen/tramadol,tramadol,False,False,True,
437,tramal,tramadol,tramadol,True,True,
438,ultram,tramadol,tramadol,True,True,
439,tramal,tramadol,tramadol,True,True,
440,ultram,tramadol,tramadol,True,True,
441,convergent,tramadol,False,False,False,
442,analgesic,tramadol,False,False,False,
443,zydol,tramadol,ketorolac,False,True,
444,endocodone,tramadol,False,False,False,
445,dolophine,tramadol,methadone,False,False,
446,methadone,tramadol,methadone,False,False,
447,zamicet,tramadol,False,False,False,
448,banax,tramadol,False,False,False,
449,painlala,tramadol,False,False,False,
450,joltedol,tramadol,False,False,False,
451,wigwaggedol,tramadol,False,False,False,
452,zigzaggedol,tramadol,False,False,False,
453,switchbackdol,tramadol,False,False,False,
454,hairpin_dol,tramadol,False,False,False,
455,rollercoasterdol,tramadol,False,False,False,
456,tramdol,tramadol,tramadol,True,True,
457,tramdol,tramadol,tramadol,True,True,
458,tramulas,tramadol,False,False,False,
459,doltran,tramadol,False,False,False,
460,tramulan,tramadol,False,False,False,
461,zytram,tramadol,False,False,True,
462,tramacet,tramadol,tramadol,True,True,
463,ralivia,tramadol,tramadol,True,True,
464,tramagetic,tramadol,False,False,True,
465,tramundin,tramadol,False,False,True,
466,tramedol,tramadol,tramadol,True,True,
467,doltran,tramadol,False,False,False,
468,ralivia,tramadol,tramadol,True,True,
469,zydol,tramadol,ketorolac,False,True,
470,tramake,tramadol,False,False,True,
471,toltrim,tramadol,False,False,False,
472,tramal,tramadol,tramadol,True,True,
473,dromad,tramadol,False,False,False,
474,tramul,tramadol,False,False,True,
475,tramidol,tramadol,tramadol,True,True,
476,tramundol,tramadol,False,False,False,
477,tramdol,tramadol,tramadol,True,True,
478,tramedol,tramadol,tramadol,True,True,
479,tramal,tramadol,tramadol,True,True,
480,tramundol,tramadol,False,False,False,
481,tramacet,tramadol,tramadol,True,True,
482,tramodol,tramadol,tramadol,True,True,
483,tramigel,tramadol,False,False,False,
484,tramazolam,tramadol,False,False,False,
485,zydol,tramadol,ketorolac,False,True,
486,anadrol,tramadol,False,False,False,
487,findol,tramadol,False,False,False,
488,dolzam,tramadol,False,False,True,
489,tramamon,tramadol,False,False,False,
490,tramal,tramadol,tramadol,True,True,
491,zytram,tramadol,False,False,True,
492,tramundin,tramadol,False,False,True,
493,mandol,tramadol,False,False,False,
494,tramdol,tramadol,tramadol,True,True,
495,tramul,tramadol,False,False,True,
496,sedram,tramadol,False,False,False,
497,tramdol,tramadol,tramadol,True,True,
498,doltran,tramadol,False,False,False,
499,tramacet,tramadol,tramadol,True,True,
500,ultracet,tramadol,tramadol,True,True,
501,ultracet,tramadol,tramadol,True,True,
502,oracet,tramadol,False,False,False,
503,ansaid,tramadol,False,False,False,
504,arthrotec,tramadol,diclofenac,False,False,
505,dolac,tramadol,False,False,False,
506,dolacet,tramadol,False,False,False,
507,flupirtine,tramadol,flupirtine,False,False,
508,tryptomine,tramadol,False,False,False,
509,quinine,tramadol,quinine,False,False,
510,tramajet,tramadol,False,False,False,
511,tramacet,tramadol,tramadol,True,True,
512,dromadol,tramadol,False,False,False,
513,trammal,tramadol,False,False,True,
514,edronax,tramadol,reboxetine,False,False,
515,tramulast,tramadol,False,False,False,
516,za,tramadol,False,False,False,
517,zydol,tramadol,ketorolac,False,True,
518,ralivia,tramadol,tramadol,True,True,
519,dromadol,tramadol,False,False,False,
520,tramalate,tramadol,False,False,False,
521,contramal,tramadol,False,False,True,
522,rheudol,tramadol,False,False,False,
523,dolcet,tramadol,False,False,True,
524,ultram,tramadol,tramadol,True,True,
525,tramundin,tramadol,False,False,True,
526,tramal,tramadol,tramadol,True,True,
527,tramagal,tramadol,False,False,False,
528,tramake,tramadol,False,False,True,
529,tramaset,tramadol,False,False,True,
530,tapentadol,tramadol,tapentadol,False,False,
531,rybix,tramadol,False,False,True,
532,ultracet,tramadol,tramadol,True,True,
533,tradol,tramadol,ketorolac,False,True,
534,tramodol,tramadol,tramadol,True,True,
535,ultram,tramadol,tramadol,True,True,
536,tramal,tramadol,tramadol,True,True,
537,mediadol,tramadol,False,False,False,
538,ladol,tramadol,False,False,False,
539,radol,tramadol,False,False,False,
540,adol,tramadol,False,False,False,
541,zydol,tramadol,ketorolac,False,True,
542,ultram,tramadol,tramadol,True,True,
543,oramorph,tramadol,morphine,False,False,
544,tradol,tramadol,ketorolac,False,True,
545,tramol,tramadol,tramadol,True,True,
546,tramasol,tramadol,tramadol,True,True,
547,tramisol,tramadol,False,False,True,
548,tramudol,tramadol,False,False,True,
549,tramzol,tramadol,False,False,False,
550,transdol,tramadol,False,False,True,
551,tranzol,tramadol,False,False,False,
552,zytram,tramadol,False,False,True,
553,analgesic,tramadol,False,False,False,
554,ultram,tramadol,tramadol,True,True,
555,tramadol_hydrochloride,tramadol,tramadol,True,True,
556,tranacol,tramadol,False,False,False,
557,tradon,tramadol,False,False,False,
558,trazodone,tramadol,trazodone,False,False,
559,trexol,tramadol,False,False,False,
560,zydol,tramadol,ketorolac,False,True,
561,tramundal,tramadol,False,False,False,
562,tramdol,tramadol,tramadol,True,True,
563,traxodol,tramadol,False,False,False,
564,dromadol,tramadol,False,False,False,
565,tramal,tramadol,tramadol,True,True,
566,ultram,tramadol,tramadol,True,True,
567,ro-phemes,tramadol,False,False,False,
568,tramal,tramadol,tramadol,True,True,
569,zamadol,tramadol,False,False,True,
570,ryzolt,tramadol,False,False,True,
571,ultram,tramadol,tramadol,True,True,
572,conzip,tramadol,tramadol,True,True,
573,fusepaq,tramadol,False,False,True,
574,tramadol_hydrochloride,tramadol,tramadol,True,True,
575,ultram,tramadol,tramadol,True,True,
576,tramadol_50mg,tramadol,False,True,True,
577,tramal,tramadol,tramadol,True,True,
578,zydol,tramadol,ketorolac,False,True,
579,tramacet,tramadol,tramadol,True,True,
580,tramalgin,tramadol,False,False,False,
581,analgesic,tramadol,False,False,False,
582,narcotic,tramadol,False,False,False,
583,supersol,tramadol,False,False,False,
584,supertram,tramadol,False,False,False,
585,tramalink,tramadol,False,False,False,
586,tramodol,tramadol,tramadol,True,True,
587,tramasol,tramadol,tramadol,True,True,
588,tramund,tramadol,False,False,False,
589,tryptal,tramadol,False,False,False,
590,zydol,tramadol,ketorolac,False,True,
591,dromadol,tramadol,False,False,False,
592,rybix,tramadol,False,False,True,
593,acetaminophen/tramadol,tramadol,False,False,True,
594,conzip,tramadol,tramadol,True,True,
595,ultracet,tramadol,tramadol,True,True,
596,pain_relief,tramadol,False,False,False,
597,tramal,tramadol,tramadol,True,True,
598,cynomel,tramadol,False,False,False,
599,tramundin,tramadol,False,False,True,
600,tran_7.45,tramadol,False,False,False,
601,tramacet,tramadol,tramadol,True,True,
602,zydol,tramadol,ketorolac,False,True,
603,tramadolic,tramadol,False,False,False,
604,tramal,tramadol,tramadol,True,True,
605,tramadolin,tramadol,False,False,True,
606,dromadol,tramadol,False,False,False,
607,tramodol,tramadol,tramadol,True,True,
608,tramdol,tramadol,tramadol,True,True,
609,tradol,tramadol,ketorolac,False,True,
610,tramal,tramadol,tramadol,True,True,
611,conzip,tramadol,tramadol,True,True,
612,rybix_odt,tramadol,False,False,True,
613,ultram,tramadol,tramadol,True,True,
614,ultracet,tramadol,tramadol,True,True,
615,toradol,tramadol,ketorolac,False,False,
616,tramodol,tramadol,tramadol,True,True,
617,trammadole,tramadol,False,False,False,
618,tramsulosin,tramadol,False,False,False,
619,tramadol,tramadol,tramadol,True,True,
620,tramaol,tramadol,False,False,True,
621,treamadol,tramadol,False,False,True,
622,tramodol,tramadol,tramadol,True,True,
623,tramidol,tramadol,tramadol,True,True,
624,tramirol,tramadol,False,False,False,
625,tramtadol,tramadol,False,False,False,
626,"transit,_traminol",tramadol,False,False,True,
627,dolophine,tramadol,methadone,False,False,
628,hydrocodone/acetaminophen,tramadol,False,False,False,
629,oxycodone/acetaminophen,tramadol,False,False,False,
630,codeine/acetaminophen,tramadol,False,False,False,
631,percocet,tramadol,oxycodone,False,False,
632,tramodol,tramadol,tramadol,True,True,
633,tramdol,tramadol,tramadol,True,True,
634,tramedol,tramadol,tramadol,True,True,
635,tramdox,tramadol,False,False,False,
636,tramital,tramadol,False,False,True,
637,tramihex,tramadol,False,False,False,
638,ultracet,tramadol,tramadol,True,True,
639,zydol,tramadol,ketorolac,False,True,
640,ultram,tramadol,tramadol,True,True,
641,tramal,tramadol,tramadol,True,True,
642,ryzolt,tramadol,False,False,True,
643,ultradol,tramadol,False,False,False,
644,topalgic,tramadol,False,False,True,
645,as_tramadol,tramadol,False,True,True,
646,dromadol,tramadol,False,False,False,
647,rybix,tramadol,False,False,True,
648,ultracet,tramadol,tramadol,True,True,
649,zytrim,tramadol,False,False,False,
650,anadol,tramadol,False,False,False,
651,tylenol_with_codeine,tramadol,codeine,False,False,
652,synthetic_heroin,tramadol,False,False,False,
653,tramal,tramadol,tramadol,True,True,
654,zydol,tramadol,ketorolac,False,True,
655,dromadol,tramadol,False,False,False,
656,tramundin,tramadol,False,False,True,
657,ralivia,tramadol,tramadol,True,True,
658,ultracet,tramadol,tramadol,True,True,
659,ultram,tramadol,tramadol,True,True,
660,tramal,tramadol,tramadol,True,True,
661,zydol,tramadol,ketorolac,False,True,
662,topalgic,tramadol,False,False,True,
663,tradolan,tramadol,False,False,True,
664,toradol,tramadol,ketorolac,False,False,
665,tramalol,tramadol,tramadol,True,True,
666,tramidol,tramadol,tramadol,True,True,
667,traminol,tramadol,False,False,True,
668,tramundol,tramadol,False,False,False,
669,tramacet,tramadol,tramadol,True,True,
670,tramquel,tramadol,False,False,True,
671,tramabolit,tramadol,False,False,False,
672,tramital,tramadol,False,False,True,
673,zydol,tramadol,ketorolac,False,True,
