,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth
110,m-eprobamate,meprobamate,False,False,True,,1
111,prylictium,meprobamate,False,False,False,,-1
112,myprobar,meprobamate,False,False,False,,-1
113,phenelyt,meprobamate,False,False,False,,-1
114,probelayt,meprobamate,False,False,False,,-1
115,pro-bamate,meprobamate,False,False,True,,2
116,robamate,meprobamate,False,False,True,,7
117,servitol,meprobamate,False,False,False,,-1
118,tensilon,meprobamate,edrophonium,False,False,,-1
119,mepro,meprobamate,False,False,True, pill,1
120,meproban,meprobamate,False,False,True,,4
121,myprodol,meprobamate,ibuprofen,False,False,,-1
122,empros,meprobamate,False,False,False,,-1
123,meprobamate,meprobamate,meprobamate,True,True,,1
124,miltown,meprobamate,meprobamate,True,True,,2
125,meproban,meprobamate,False,False,True,,4
126,meprob,meprobamate,False,False,True,,7
127,mephobarbital,meprobamate,False,False,False,,-1
128,meprobamate,meprobamate,meprobamate,True,True,,1
129,miltown,meprobamate,meprobamate,True,True,,2
130,tyler,meprobamate,False,False,False,,-1
131,central_nervous_system_depressant,meprobamate,False,False,False,,-1
132,drug_used_to_relieve_anxiety,meprobamate,False,False,False,,-1
133,meprobamate_sodium,meprobamate,False,True,True,,2
134,equanil,meprobamate,meprobamate,True,True,,2
135,miltown,meprobamate,meprobamate,True,True,,2
136,mepro,meprobamate,False,False,True, pill,1
137,meprobamate,meprobamate,meprobamate,True,True,,1
138,tranqil,meprobamate,False,False,False,,-1
139,graphite,meprobamate,False,False,False,,-1
140,meprobamate_sodium,meprobamate,False,True,True,,2
141,meprosate,meprobamate,False,False,False,,-1
142,meprospan,meprobamate,False,False,True,,1
143,moban,meprobamate,molindone,False,False,,-1
144,moxatag,meprobamate,False,False,False,,-1
145,ortovox,meprobamate,False,False,False,,-1
146,pro-banthine,meprobamate,False,False,False,,-1
147,sanorex,meprobamate,False,False,False,,-1
148,telmin,meprobamate,False,False,False,,-1
149,mepro,meprobamate,False,False,True, pill,1
150,meprobamate,meprobamate,meprobamate,True,True,,1
151,meprobromide,meprobamate,False,False,True,,1
152,mepro,meprobamate,False,False,True, pill,1
153,meprobamate,meprobamate,meprobamate,True,True,,1
154,miltown,meprobamate,meprobamate,True,True,,2
155,equanil,meprobamate,meprobamate,True,True,,2
156,meprobam,meprobamate,False,False,True,,7
157,meprobamate,meprobamate,meprobamate,True,True,,1
158,meprobamate,meprobamate,meprobamate,True,True,,1
159,meprobamate,meprobamate,meprobamate,True,True,,1
160,meprobamate,meprobamate,meprobamate,True,True,,1
161,myprobarbital,meprobamate,False,False,False,,-1
162,norm_readers,meprobamate,False,False,False,,-1
163,methocarbamol,meprobamate,methocarbamol,False,False,,-1
164,robaxin,meprobamate,methocarbamol,False,False,,-1
165,carbamate,meprobamate,False,False,True, slang,6
166,carisoprodol,meprobamate,carisoprodol,False,False,,-1
167,sanones,meprobamate,False,False,False,,-1
168,moban,meprobamate,molindone,False,False,,-1
169,pemoline,meprobamate,pemoline,False,False,,-1
170,tyrosine,meprobamate,d-tyrosine,False,False,,-1
171,miprobamate,meprobamate,False,False,False,,-1
172,meprobamate,meprobamate,meprobamate,True,True,,1
173,mylept,meprobamate,False,False,False,,-1
174,trimetozine,meprobamate,False,False,False,,-1
175,luminal,meprobamate,phenobarbital,False,False,,-1
176,macrodantin,meprobamate,nitrofurantoin,False,False,,-1
177,norpramin,meprobamate,desipramine,False,False,,-1
178,paxil,meprobamate,paroxetine,False,False,,-1
179,prozac,meprobamate,fluoxetine,False,False,,-1
180,tricyclic_antidepressants,meprobamate,False,False,False,,-1
181,trazodone,meprobamate,trazodone,False,False,,-1
182,equilibrate,meprobamate,False,False,False,,-1
183,mibral,meprobamate,False,False,False,,-1
184,mindrin,meprobamate,False,False,False,,-1
185,norpramin,meprobamate,desipramine,False,False,,-1
186,pamelor,meprobamate,nortriptyline,False,False,,-1
187,surmontil,meprobamate,trimipramine,False,False,,-1
188,tofranil,meprobamate,imipramine,False,False,,-1
189,serax,meprobamate,oxazepam,False,False,,-1
190,tranxene,meprobamate,clorazepate,False,False,,-1
191,meprocam,meprobamate,False,False,False,,-1
192,meprospan,meprobamate,False,False,True,,1
193,meprobamate,meprobamate,meprobamate,True,True,,1
194,meprolone,meprobamate,False,False,True,,8
195,mephobarbital,meprobamate,False,False,False,,-1
196,esmeldon,meprobamate,False,False,False,,-1
197,integrilin,meprobamate,eptifibatide,False,False,,-1
198,moexipril,meprobamate,False,False,False,,-1
199,perindopril,meprobamate,perindopril,False,False,,-1
200,quinapril,meprobamate,quinapril,False,False,,-1
201,neurocet,meprobamate,False,False,False,,-1
202,pemoline,meprobamate,pemoline,False,False,,-1
203,meprospan,meprobamate,False,False,True,,1
204,mepronate,meprobamate,False,False,False,,-1
205,pro-banthine,meprobamate,False,False,False,,-1
206,triladyl,meprobamate,False,False,False,,-1
207,milltown,meprobamate,False,False,True, pill,2
208,melsed,meprobamate,False,False,False,,-1
209,pemotional,meprobamate,False,False,False,,-1
210,mepro,meprobamate,False,False,True, pill,1
211,brand_name:_typaldos,meprobamate,False,False,False,,-1
212,tradename:_meprospan,meprobamate,False,False,True,,1
213,pryleugan,meprobamate,False,False,False,,-1
214,tranqilose,meprobamate,False,False,False,,-1
215,acetone,meprobamate,False,False,False,,-1
216,secobarbital,meprobamate,secobarbital,False,False,,-1
217,meprobamate_sodium,meprobamate,False,True,True,,2
218,mepro,meprobamate,False,False,True, pill,1
219,meproban,meprobamate,False,False,True,,4
220,promapar,meprobamate,False,False,False,,-1
221,meprobamate_potassium,meprobamate,False,True,True,,1
222,equanil,meprobamate,meprobamate,True,True,,2
223,miltown,meprobamate,meprobamate,True,True,,2
224,norpramin,meprobamate,desipramine,False,False,,-1
225,pamamate,meprobamate,False,False,False,,-1
226,petygram,meprobamate,False,False,False,,-1
227,rh_hormon,meprobamate,False,False,False,,-1
228,serax,meprobamate,oxazepam,False,False,,-1
229,mepronate,meprobamate,False,False,False,,-1
230,mepropanate,meprobamate,False,False,False,,-1
231,meprotonate,meprobamate,False,False,False,,-1
232,meperidine,meprobamate,pethidine,False,False,,-1
233,mephentermine,meprobamate,mephentermine,False,False,,-1
234,methocarbamol,meprobamate,methocarbamol,False,False,,-1
235,parest,meprobamate,False,False,False,,-1
236,truxilline,meprobamate,False,False,False,,-1
237,miltowns,meprobamate,False,False,True,,1
238,mepros,meprobamate,False,False,True, pill,1
239,datrol,meprobamate,False,False,False,,-1
240,evipal,meprobamate,False,False,False,,-1
241,meprovate,meprobamate,False,False,False,,-1
242,pms-meprobamate,meprobamate,False,False,True,,1
243,meprobamate_sodium,meprobamate,False,True,True,,2
244,meprobamate,meprobamate,meprobamate,True,True,,1
245,meprospan,meprobamate,False,False,True,,1
246,meprobamate_sodium,meprobamate,False,True,True,,2
247,medibamate,meprobamate,False,False,False,,-1
248,meprobride,meprobamate,False,False,False,,-1
249,meprobamate_sodium,meprobamate,False,True,True,,2
250,meproate,meprobamate,False,False,True,,1
251,meprobamate_potassium,meprobamate,False,True,True,,1
252,meprobamic_acid,meprobamate,False,False,True,,1
253,meprobarbital,meprobamate,False,False,False,,-1
254,myprodol,meprobamate,ibuprofen,False,False,,-1
255,prodane,meprobamate,False,False,False,,-1
256,tybatol,meprobamate,False,False,False,,-1
257,milltown,meprobamate,False,False,True, pill,2
258,pemoline,meprobamate,pemoline,False,False,,-1
259,tymacin,meprobamate,False,False,False,,-1
260,ethyl-dioxypyrovalerone_(mdpv),meprobamate,False,False,False,,-1
261,tricyclic_antidepressant,meprobamate,False,False,False,,-1
262,amitriptyline,meprobamate,amitriptyline,False,False,,-1
263,meprolol,meprobamate,False,False,False,,-1
264,mephenamate,meprobamate,False,False,False,,-1
265,neurabases,meprobamate,False,False,False,,-1
266,pms-meprobamate,meprobamate,False,False,True,,1
267,robamate,meprobamate,False,False,True,,7
268,mepro,meprobamate,False,False,True, pill,1
269,meprospan,meprobamate,False,False,True,,1
270,meprobrone,meprobamate,False,False,False,,-1
271,meprobamate_sodium,meprobamate,False,True,True,,2
272,meprobam,meprobamate,False,False,True,,7
273,meproban,meprobamate,False,False,True,,4
274,meprobarbital,meprobamate,False,False,False,,-1
275,meprobamate_calcium,meprobamate,False,True,True,,2
276,meprobamate_potassium,meprobamate,False,True,True,,1
277,pbdb,meprobamate,False,False,False,,-1
278,diamox,meprobamate,acetazolamide,False,False,,-1
279,pama,meprobamate,False,False,False,,-1
280,pyrrolidone,meprobamate,False,False,False,,-1
281,meprodine,meprobamate,False,False,False,,-1
282,methocarbamol,meprobamate,methocarbamol,False,False,,-1
283,minibrom,meprobamate,False,False,False,,-1
284,myprodol,meprobamate,ibuprofen,False,False,,-1
285,myproprol,meprobamate,False,False,False,,-1
286,ortane,meprobamate,False,False,False,,-1
287,quideprox,meprobamate,False,False,False,,-1
288,robamate,meprobamate,False,False,True,,7
289,robomate,meprobamate,False,False,False,,-1
290,enpromate,meprobamate,False,False,False,,-1
291,alurate,meprobamate,False,False,False,,-1
292,bromocriptine,meprobamate,bromocriptine,False,False,,-1
293,bromelain,meprobamate,bromelains,False,False,,-1
294,carbromal,meprobamate,False,False,True, pill,10
295,centprox,meprobamate,False,False,False,,-1
296,chloroprocaine,meprobamate,chloroprocaine,False,False,,-1
297,cinchophen,meprobamate,False,False,False,,-1
298,denorphine,meprobamate,False,False,False,,-1
299,dibrompropamide,meprobamate,False,False,False,,-1
300,eyclonate,meprobamate,False,False,False,,-1
301,fluprothixene,meprobamate,False,False,False,,-1
302,hexapropymate,meprobamate,False,False,False,,-1
303,hyoscine_butylbromide,meprobamate,False,False,False,,-1
304,mebromin,meprobamate,False,False,False,,-1
305,mepenzolate,meprobamate,False,False,False,,-1
306,mephobarbital,meprobamate,False,False,False,,-1
307,mephobarbitone,meprobamate,False,False,False,,-1
308,mephenyloin,meprobamate,False,False,False,,-1
309,mephenyloin_sodium,meprobamate,False,False,False,,-1
310,mephenyloin_sulfoxide,meprobamate,False,False,False,,-1
311,mephenyloin_sulfone,meprobamate,False,False,False,,-1
312,mephobarbitol,meprobamate,False,False,False,,-1
313,mephobarbitone_sodium,meprobamate,False,False,False,,-1
314,mephobarbiturate,meprobamate,False,False,False,,-1
315,mephothylate,meprobamate,False,False,False,,-1
316,methobromide,meprobamate,False,False,False,,-1
317,methocarbamol,meprobamate,methocarbamol,False,False,,-1
318,methocarbamate,meprobamate,False,False,False,,-1
319,methocarboxime,meprobamate,False,False,False,,-1
320,methophenate,meprobamate,False,False,False,,-1
321,methopholine,meprobamate,False,False,False,,-1
322,methorpholine,meprobamate,False,False,False,,-1
323,methoxypropazine,meprobamate,False,False,False,,-1
324,methyprylon,meprobamate,methyprylon,False,True,,10
325,methyprylon_sodium,meprobamate,False,False,False,,-1
326,oxaprozin,meprobamate,oxaprozin,False,False,,-1
327,pentabarbital,meprobamate,pentobarbital,False,False,,-1
328,pentobarbitone,meprobamate,pentobarbital,False,False,,-1
329,pentobarbituric_acid,meprobamate,False,False,False,,-1
330,pentobarbiturate,meprobamate,False,False,False,,-1
331,pentobarbiturates,meprobamate,False,False,False,,-1
332,phenprobamate,meprobamate,False,False,True, pill,2
333,phenpropionate,meprobamate,False,False,False,,-1
334,phenylpropanolamine,meprobamate,phenylpropanolamine,False,False,,-1
335,pimethixene,meprobamate,False,False,False,,-1
336,primidone,meprobamate,primidone,False,False,,-1
337,procarbazine,meprobamate,procarbazine,False,False,,-1
338,procaine,meprobamate,procaine,False,False,,-1
339,prochlorperazine,meprobamate,prochlorperazine,False,False,,-1
340,promethazine,meprobamate,promethazine,False,False,,-1
341,propiomazine,meprobamate,propiomazine,False,False,,-1
342,propranolol,meprobamate,propranolol,False,False,,-1
343,propylbarbitone,meprobamate,False,False,False,,-1
344,propylgraphite,meprobamate,False,False,False,,-1
345,propylhexedrine,meprobamate,propylhexedrine,False,False,,-1
346,pyrithyldione,meprobamate,False,False,False,,-1
347,secobarbital,meprobamate,secobarbital,False,False,,-1
348,secobarbitol,meprobamate,secobarbital,False,False,,-1
349,secobarbitone,meprobamate,False,False,False,,-1
350,thiopentone,meprobamate,thiopental,False,False,,-1
351,thiopental,meprobamate,thiopental,False,False,,-1
352,thiopental_sodium,meprobamate,False,False,False,,-1
353,thiopentobarbital,meprobamate,False,False,False,,-1
354,thiopentobarbitone,meprobamate,False,False,False,,-1
355,thiopentobarbiturate,meprobamate,False,False,False,,-1
356,thiophenate,meprobamate,False,False,False,,-1
357,thiophenoxide,meprobamate,False,False,False,,-1
358,thioproperazine,meprobamate,False,False,False,,-1
359,thiopropyl_alcohol,meprobamate,False,False,False,,-1
360,tiopronin,meprobamate,tiopronin,False,False,,-1
361,tranylcypromine,meprobamate,tranylcypromine,False,False,,-1
362,trepipam,meprobamate,False,False,False,,-1
363,trimethadione,meprobamate,False,False,False,,-1
364,trimethaphan,meprobamate,False,False,False,,-1
365,trimethobenzamide,meprobamate,trimethobenzamide,False,False,,-1
366,trimethoprim,meprobamate,trimethoprim,False,False,,-1
367,tybamate,meprobamate,False,False,True,,2
368,viramidine,meprobamate,False,False,False,,-1
369,xylocaine,meprobamate,epinephrine,False,False,,-1
370,miltown,meprobamate,meprobamate,True,True,,2
371,pryibe,meprobamate,False,False,False,,-1
372,robamate,meprobamate,False,False,True,,7
373,sanitol,meprobamate,False,False,False,,-1
374,tranquilene,meprobamate,False,False,False,,-1
375,valmid,meprobamate,False,False,False,,-1
376,miltown_ii,meprobamate,False,True,True,,6
377,valleyade,meprobamate,False,False,False,,-1
378,tranxene,meprobamate,clorazepate,False,False,,-1
379,librium,meprobamate,chlordiazepoxide,False,False,,-1
380,valium,meprobamate,diazepam,False,False,,-1
381,ativan,meprobamate,lorazepam,False,False,,-1
382,klonopin,meprobamate,clonazepam,False,False,,-1
383,xanax,meprobamate,alprazolam,False,False,,-1
384,meprospan,meprobamate,False,False,True,,1
385,meprobate,meprobamate,False,False,True, pill,1
386,equanil,meprobamate,meprobamate,True,True,,2
387,miltown,meprobamate,meprobamate,True,True,,2
388,eprom,meprobamate,False,False,False,,-1
389,pemolin,meprobamate,False,False,False,,-1
390,robamate,meprobamate,False,False,True,,7
391,servital,meprobamate,False,False,False,,-1
392,calmopryl,meprobamate,False,False,False,,-1
393,tranquital,meprobamate,False,False,False,,-1
394,centrax,meprobamate,prazepam,False,False,,-1
395,meprobamate_sodium,meprobamate,False,True,True,,2
396,meprobamate_potassium,meprobamate,False,True,True,,1
397,meprospan,meprobamate,False,False,True,,1
398,miltown,meprobamate,meprobamate,True,True,,2
399,meprospan,meprobamate,False,False,True,,1
400,pamamate,meprobamate,False,False,False,,-1
401,prolate,meprobamate,False,False,False,,-1
402,pro-banthine,meprobamate,False,False,False,,-1
403,sinarest,meprobamate,chlorphenamine,False,False,,-1
404,equanil,meprobamate,meprobamate,True,True,,2
405,miltown,meprobamate,meprobamate,True,True,,2
406,mepro_coversyl,meprobamate,False,False,True,,8
407,meprovera,meprobamate,False,False,False,,-1
408,meprofloxacin,meprobamate,False,False,False,,-1
409,mepronix,meprobamate,False,False,False,,-1
410,mepromate,meprobamate,False,False,True,,2
411,meproneural,meprobamate,False,False,False,,-1
412,mepronium,meprobamate,False,False,False,,-1
413,mepro,meprobamate,False,False,True, pill,1
414,pyrroxate,meprobamate,False,False,False,,-1
415,meprobamate,meprobamate,meprobamate,True,True,,1
416,myproban,meprobamate,False,False,False,,-1
417,pms-meprobamate,meprobamate,False,False,True,,1
418,sinrom,meprobamate,False,False,False,,-1
419,mepro,meprobamate,False,False,True, pill,1
420,meprospan,meprobamate,False,False,True,,1
421,meprobate,meprobamate,False,False,True, pill,1
422,meprob,meprobamate,False,False,True,,7
423,meprobamate,meprobamate,meprobamate,True,True,,1
424,miltown,meprobamate,meprobamate,True,True,,2
425,moban,meprobamate,molindone,False,False,,-1
426,propsedyl,meprobamate,False,False,False,,-1
427,treatment_for_anxiety_and_panic_disorders,meprobamate,False,False,False,,-1
428,meprobamate_sodium,meprobamate,False,True,True,,2
429,meproban,meprobamate,False,False,True,,4
430,meprobam,meprobamate,False,False,True,,7
431,mepro,meprobamate,False,False,True, pill,1
432,mylprod,meprobamate,False,False,False,,-1
433,mylprol,meprobamate,False,False,False,,-1
434,prolixin,meprobamate,fluphenazine,False,False,,-1
435,trilafon,meprobamate,perphenazine,False,False,,-1
436,prosar,meprobamate,False,False,False,,-1
437,robinul,meprobamate,glycopyrronium,False,False,,-1
438,phendimetrazine,meprobamate,phendimetrazine,False,False,,-1
439,phenmetrazine,meprobamate,phenmetrazine,False,False,,-1
440,trimethoxyphenethylamine,meprobamate,False,False,False,,-1
441,meprobarbital,meprobamate,False,False,False,,-1
442,meprodine,meprobamate,False,False,False,,-1
443,sparabase,meprobamate,False,False,False,,-1
444,mepro,meprobamate,False,False,True, pill,1
445,mephobarbital,meprobamate,False,False,False,,-1
446,quaalude,meprobamate,methaqualone,False,False,,-1
447,sanilude,meprobamate,False,False,False,,-1
448,somnifac,meprobamate,False,False,False,,-1
449,urbal,meprobamate,False,False,False,,-1
450,miltown,meprobamate,meprobamate,True,True,,2
451,mepro,meprobamate,False,False,True, pill,1
452,miltown,meprobamate,meprobamate,True,True,,2
453,medibamate,meprobamate,False,False,False,,-1
454,merbaprost,meprobamate,False,False,False,,-1
455,quelidrine,meprobamate,False,False,False,,-1
456,quelerin,meprobamate,False,False,False,,-1
457,quelicin,meprobamate,False,False,False,,-1
458,tricyclic_antidepressant,meprobamate,False,False,False,,-1
459,meprobarbitone,meprobamate,False,False,False,,-1
460,meprobamate_sodium,meprobamate,False,True,True,,2
461,meprospan,meprobamate,False,False,True,,1
462,bolazine,meprobamate,xylazine,False,False,,-1
463,pemoline,meprobamate,pemoline,False,False,,-1
464,pemoline,meprobamate,pemoline,False,False,,-1
465,tricyclic_antidepressants,meprobamate,False,False,False,,-1
466,lithium,meprobamate,lithium,False,False,,-1
467,antipsychotics,meprobamate,False,False,False,,-1
468,anticonvulsants,meprobamate,False,False,False,,-1
469,beta_blockers,meprobamate,False,False,False,,-1
470,mepro,meprobamate,False,False,True, pill,1
471,mepro,meprobamate,False,False,True, pill,1
472,meprospan,meprobamate,False,False,True,,1
473,meprobrimate,meprobamate,False,False,False,,-1
474,meprobroate,meprobamate,False,False,True,,1
475,meprobamate,meprobamate,meprobamate,True,True,,1
476,meprospan,meprobamate,False,False,True,,1
477,meprobamate_sodium,meprobamate,False,True,True,,2
478,meproamate_potassium,meprobamate,False,False,True,,3
479,tcp,meprobamate,tenocyclidine,False,False,,-1
480,pemoline,meprobamate,pemoline,False,False,,-1
481,tybamate,meprobamate,False,False,True,,2
482,carisoprodol,meprobamate,carisoprodol,False,False,,-1
483,chlorprothixene,meprobamate,chlorprothixene,False,False,,-1
484,cloxazolam,meprobamate,cloxazolam,False,False,,-1
485,fluphenazine,meprobamate,fluphenazine,False,False,,-1
486,methylpropanolamine,meprobamate,False,False,False,,-1
487,prolintane,meprobamate,False,False,False,,-1
488,methylpropanamide,meprobamate,False,False,False,,-1
489,meprospan,meprobamate,False,False,True,,1
490,quaalude,meprobamate,methaqualone,False,False,,-1
491,mepro,meprobamate,False,False,True, pill,1
492,meprospan,meprobamate,False,False,True,,1
493,sinquan,meprobamate,False,False,False,,-1
494,meprobamate,meprobamate,meprobamate,True,True,,1
495,meprobamate,meprobamate,meprobamate,True,True,,1
496,ms_contin,meprobamate,morphine,False,False,,-1
497,roxanol,meprobamate,morphine,False,False,,-1
498,roxicodone,meprobamate,oxycodone,False,False,,-1
499,oxyir,meprobamate,oxycodone,False,False,,-1
500,percocet,meprobamate,oxycodone,False,False,,-1
501,duragesic,meprobamate,fentanyl,False,False,,-1
502,mepro,meprobamate,False,False,True, pill,1
503,pemoline,meprobamate,pemoline,False,False,,-1
504,miltown,meprobamate,meprobamate,True,True,,2
505,calmpose,meprobamate,False,False,False,,-1
506,robaxin,meprobamate,methocarbamol,False,False,,-1
507,norflex,meprobamate,orphenadrine,False,False,,-1
508,orphenadrine,meprobamate,orphenadrine,False,False,,-1
509,myolastan,meprobamate,False,False,False,,-1
510,sanorex,meprobamate,False,False,False,,-1
511,meprobamate_sodium,meprobamate,False,True,True,,2
512,meprobamate_potassium,meprobamate,False,True,True,,1
513,meprobamate_sodium,meprobamate,False,True,True,,2
514,meprospan,meprobamate,False,False,True,,1
515,methylproban,meprobamate,False,False,False,,-1
516,milltown,meprobamate,False,False,True, pill,2
517,meprobamate_sodium,meprobamate,False,True,True,,2
518,mepro,meprobamate,False,False,True, pill,1
519,meprobamate_hydrochloride,meprobamate,False,True,True,,1
520,meprospan,meprobamate,False,False,True,,1
521,meprolone,meprobamate,False,False,True,,8
522,pipradrol,meprobamate,pipradrol,False,False,,-1
523,gerovital,meprobamate,False,False,False,,-1
524,hydantoin,meprobamate,False,False,False,,-1
525,methocarbamol,meprobamate,methocarbamol,False,False,,-1
526,m_new-sprin,meprobamate,False,False,False,,-1
527,sanogenic,meprobamate,False,False,False,,-1
528,carbamate,meprobamate,False,False,True, slang,6
529,norpramin,meprobamate,desipramine,False,False,,-1
530,pam_dashes,meprobamate,False,False,False,,-1
531,pro-banthine,meprobamate,False,False,False,,-1
532,fenotropil,meprobamate,somatotropin,False,False,,-1
533,pemoline,meprobamate,pemoline,False,False,,-1
534,trimethadione,meprobamate,False,False,False,,-1
535,meps,meprobamate,False,False,True, pill,5
536,m-end,meprobamate,False,False,False,,-1
537,equanil,meprobamate,meprobamate,True,True,,2
538,mepro,meprobamate,False,False,True, pill,1
539,miltown,meprobamate,meprobamate,True,True,,2
540,quanil,meprobamate,False,False,False,,-1
541,robamate,meprobamate,False,False,True,,7
542,tylox,meprobamate,False,False,False,,-1
543,minotrate,meprobamate,False,False,False,,-1
544,probran,meprobamate,False,False,False,,-1
545,promet,meprobamate,False,False,False,,-1
546,robamate,meprobamate,False,False,True,,7
547,secibarbamate,meprobamate,False,False,False,,-1
548,tybamate,meprobamate,False,False,True,,2
549,equigan,meprobamate,False,False,False,,-1
550,mepro,meprobamate,False,False,True, pill,1
551,meprospan,meprobamate,False,False,True,,1
552,m_stable,meprobamate,False,False,False,,-1
553,meprobamate_sodium,meprobamate,False,True,True,,2
